Subject_ID,Trial,Word_List,Recalled_Words,Recall_Count,Intrusions,Intrusion_Count,Clustering_Score
44,2,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","Falcon, Orange, Mexico, Brown, Brazil, Berlin, Penguin, China, Parrot, Rome",10,Parrot,1,0.07
44,3,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","Parrot, Rome, Tokyo, Pink, Brown, Berlin, China, Mexico, Falcon",9,"Tokyo, Brown, White",3,0.11
44,4,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","China, Tokyo, Penguin, Orange, Brown, Mexico, Parrot, Brazil, Falcon, Berlin, Rome, Pink",12,"Sydney, Owl",2,0.19
44,5,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","Tokyo, Orange, Mexico, Berlin, China, Rome, Brazil, Brown, Falcon, Penguin, Parrot, Pink",12,"Green, Blue, Purple",3,0.06
44,6,"Brazil, Mexico, China, Pink, Brown, Orange, Parrot, Falcon, Penguin, Tokyo, Berlin, Rome","Tokyo, China, Berlin, Falcon, Brazil, Penguin, Brown, Pink, Mexico, Orange",10,"Owl, Blue, Purple",3,0.04
45,1,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Purple, Canada, Tokyo, Japan, Sydney, Parrot, Italy",7,"Dubai, New York, Black",3,0.06
45,2,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Tokyo, Parrot, Canada, Pink, Rome, Italy, Purple, Sparrow, Peacock, Sydney, Japan, Red",12,"Japan, Tokyo",2,0.44
45,3,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Italy, Peacock, Pink, Rome, Sparrow, Purple, Red, Canada, Tokyo, Sydney, Parrot",11,,0,0.47
45,4,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Purple, Peacock, Tokyo, Canada, Sparrow, Rome, Parrot",7,"Toronto, Mexico",2,0.08
45,5,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Pink, Tokyo, Rome, Red, Peacock, Sparrow, Italy, Purple, Canada",9,,0,0.12
45,6,"Japan, Italy, Canada, Pink, Purple, Red, Peacock, Parrot, Sparrow, Rome, Tokyo, Sydney","Italy, Red, Japan, Sparrow, Tokyo, Peacock, Parrot, Sydney",8,"Blue, Dubai, London",3,0.55
46,1,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","Rome, Owl, Tokyo, Green, China, White, Sparrow, Spain, Black",9,"Canada, New York, Cairo",3,0.33
46,2,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","Spain, Japan, Tokyo, Peacock, Cairo, Green, China",7,"Mexico, Brown, France",3,0.44
46,3,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","Japan, White, Rome, China, Peacock, Cairo",6,,0,0.22
46,4,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","Japan, Black, Cairo, Peacock, Owl, White, Green, Spain, Sparrow",9,"Canada, Spain, Purple",3,0.02
46,5,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","Spain, White, Cairo, Sparrow, Peacock, Rome, Owl, Green, Black, Tokyo, China, Japan",12,"Green, Dubai",2,0.18
46,6,"China, Japan, Spain, Green, White, Black, Sparrow, Peacock, Owl, Rome, Cairo, Tokyo","China, Japan, Tokyo, Sparrow, Green, White, Owl, Black",8,,0,0.69
47,1,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","Brazil, Mexico, Falcon, Brown, China, Hawk, Parrot",7,"Paris, Tokyo, Sparrow",3,0.97
47,2,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","Parrot, Blue, New York, Rome, Brown, Paris",6,"France, Japan",2,0.43
47,3,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","Rome, Mexico, Blue, Brazil, New York, Parrot, Hawk, China, Falcon, Green, Brown",11,Tokyo,1,0.39
47,4,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","Brown, Green, Rome, Hawk, New York, Paris, Falcon, Brazil, Parrot, Blue",10,"France, Peacock",2,0.37
47,5,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","Green, Paris, Brown, New York, Parrot, Rome, Mexico, Falcon, Hawk",9,"Sparrow, Pink",2,0.85
47,6,"Brazil, China, Mexico, Green, Brown, Blue, Parrot, Falcon, Hawk, Rome, New York, Paris","China, Green, Paris, Mexico, Rome, Falcon, Brown, New York, Parrot, Hawk",10,Mexico,1,0.85
48,1,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","Sydney, Penguin, India, Green, Pigeon, Berlin, Yellow, Spain, Sparrow, Germany",10,"Owl, Brown",2,0.0
48,2,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","Sydney, Spain, Berlin, Germany, India, Pink, Sparrow",7,New York,1,0.5
48,3,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","Paris, Green, Pink, Spain, India, Sydney, Penguin, Berlin, Sparrow, Yellow, Germany, Pigeon",12,,0,0.63
48,4,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","Germany, Paris, Yellow, Green, Penguin, Sydney, Berlin, Pigeon, India, Spain",10,Sydney,1,0.56
48,5,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","Green, Pink, Pigeon, Sydney, Sparrow, India",6,"Falcon, Sparrow, Blue",3,0.06
48,6,"India, Germany, Spain, Pink, Yellow, Green, Sparrow, Penguin, Pigeon, Paris, Sydney, Berlin","India, Pink, Penguin, Spain, Berlin, Pigeon, Sparrow, Germany, Paris, Yellow, Green",11,,0,0.36
49,1,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","White, Japan, London, Pink, Purple, Falcon",6,Berlin,1,0.72
49,2,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","London, Paris, Japan, China, Cairo, Pink",6,"Berlin, Canada, Tokyo",3,0.39
49,3,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","Japan, China, Pink, Paris, Parrot, Spain, Purple",7,"Toronto, Rome, Falcon",3,1.0
49,4,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","Japan, Falcon, Cairo, Purple, China, Pink, Parrot, London, Eagle, White, Spain",11,,0,0.82
49,5,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","London, Parrot, Paris, Eagle, Japan, Falcon, Pink",7,,0,0.06
49,6,"Japan, China, Spain, White, Purple, Pink, Eagle, Parrot, Falcon, London, Cairo, Paris","Japan, Cairo, London, Falcon, Eagle, Spain, China, Purple, Parrot",9,"Parrot, Berlin, Cairo",3,0.21
50,1,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Black, Penguin, Owl, White, Berlin, Peacock, Canada, Yellow, Japan, Dubai",10,,0,0.18
50,2,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Canada, Owl, Yellow, Dubai, Penguin, White, Paris, Black, Berlin",9,China,1,0.76
50,3,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Yellow, Penguin, Dubai, Peacock, Black, Canada, Paris, Owl, Japan, Berlin, White",11,,0,0.78
50,4,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Peacock, Paris, Canada, Japan, Black, White, Owl, Berlin, Penguin, Italy, Yellow",11,"Italy, Pink, Sydney",3,0.87
50,5,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Canada, Owl, White, Black, Dubai, Paris, Penguin, Berlin",8,"Pink, Brazil, Toronto",3,0.06
50,6,"Japan, Italy, Canada, Yellow, White, Black, Owl, Penguin, Peacock, Dubai, Berlin, Paris","Japan, Black, Penguin, Peacock, Berlin, Paris, Dubai",7,"Black, Peacock",2,0.47
51,1,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Purple, Eagle, Toronto, Germany, Penguin, Dubai, Yellow, Canada, Pigeon",9,"Sydney, Brazil, Purple",3,0.98
51,2,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Toronto, Germany, Pigeon, Canada, China, London, Yellow, Eagle",8,"Brown, Toronto, Owl",3,0.88
51,3,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Eagle, Pigeon, Brown, Purple, London, Yellow, Dubai, Canada, China",9,"Paris, Hawk, India",3,0.95
51,4,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Dubai, Toronto, London, Canada, China, Eagle, Purple, Yellow, Brown, Pigeon",10,"France, Peacock",2,0.24
51,5,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Pigeon, Canada, Penguin, London, China, Dubai, Germany",7,"Sparrow, Hawk",2,1.0
51,6,"Germany, Canada, China, Yellow, Purple, Brown, Eagle, Pigeon, Penguin, Dubai, London, Toronto","Dubai, Penguin, Brown, London, Toronto, Yellow, Canada, Germany, China, Pigeon",10,,0,0.9
52,1,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","Japan, Yellow, Falcon, Dubai, Sparrow, Peacock, India",7,Paris,1,0.97
52,2,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","Dubai, Blue, Peacock, Yellow, Purple, Sparrow, New York",7,,0,0.82
52,3,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","Dubai, Japan, Sparrow, Yellow, Peacock, Blue, Purple, India, New York, Falcon, Sydney",11,"Canada, Falcon",2,0.7
52,4,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","New York, France, Japan, Purple, India, Yellow, Dubai, Blue",8,Canada,1,0.6
52,5,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","Dubai, France, Blue, Sparrow, Purple, Falcon, New York, Sydney, Japan, Peacock",10,"Hawk, New York",2,0.91
52,6,"Japan, India, France, Blue, Yellow, Purple, Peacock, Sparrow, Falcon, Dubai, Sydney, New York","France, Falcon, Sparrow, Dubai, New York, Sydney",6,Berlin,1,0.36
53,1,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Spain, Robin, Paris, Pink, Canada, China",6,"Spain, Pink",2,0.91
53,2,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Paris, Yellow, Berlin, Falcon, Pink, Peacock, Canada, Spain, New York",9,"Peacock, Brazil",2,0.69
53,3,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Pink, Peacock, Falcon, Robin, Spain, China, Paris, Berlin, Blue, Canada, Yellow, New York",12,"Brown, Hawk",2,0.13
53,4,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Canada, Spain, Peacock, Yellow, China, Pink, Paris, New York, Berlin, Falcon",10,"Purple, Germany",2,0.69
53,5,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Pink, Berlin, Canada, Robin, Paris, Falcon, Blue, Peacock",8,"India, Japan",2,0.53
53,6,"China, Spain, Canada, Blue, Pink, Yellow, Robin, Peacock, Falcon, New York, Paris, Berlin","Falcon, Yellow, Paris, China, Berlin, Spain",6,"Berlin, Blue, Cairo",3,0.55
54,1,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","Purple, Robin, Rome, Eagle, Dubai, China, Blue, Germany, New York, Red, Parrot, Italy",12,"India, Orange, Falcon",3,0.42
54,2,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","Eagle, Italy, New York, China, Blue, Parrot, Rome, Germany, Purple, Red, Robin",11,White,1,0.65
54,3,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","Robin, Red, New York, Eagle, Dubai, Rome, Germany",7,"Cairo, Sparrow, France",3,0.96
54,4,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","New York, Parrot, Red, Purple, Eagle, Italy, Robin",7,"China, Dubai, London",3,0.88
54,5,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","Germany, Italy, Rome, Dubai, China, Red, Blue, Eagle, Parrot",9,Sydney,1,0.4
54,6,"China, Italy, Germany, Red, Purple, Blue, Robin, Parrot, Eagle, Dubai, Rome, New York","Dubai, New York, Purple, Red, Italy, Eagle",6,"Japan, Orange, Red",3,0.43
55,1,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Sydney, Toronto, Falcon, Penguin, Parrot, Mexico, Pink, Italy, Black",9,Blue,1,0.87
55,2,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Italy, Cairo, Orange, Black, Pink, Penguin, France, Toronto",8,"Orange, Robin, Owl",3,0.87
55,3,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Mexico, Black, Parrot, Penguin, Sydney, France, Falcon, Toronto, Italy, Cairo, Pink",11,Japan,1,0.09
55,4,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Parrot, France, Orange, Falcon, Black, Penguin, Cairo, Toronto, Pink, Italy",10,Germany,1,0.59
55,5,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Parrot, Sydney, Italy, Mexico, Black, Penguin, Toronto, France, Cairo, Falcon",10,India,1,0.67
55,6,"Mexico, Italy, France, Orange, Pink, Black, Falcon, Parrot, Penguin, Toronto, Sydney, Cairo","Parrot, Penguin, France, Italy, Cairo, Sydney",6,"India, New York, Paris",3,0.68
56,1,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Sparrow, Black, Eagle, Berlin, Toronto, Rome, Blue, Brazil, Penguin",9,"Pink, France",2,0.89
56,2,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Penguin, Sparrow, Italy, Canada, Rome, Red, Berlin",7,"Pigeon, Cairo, London",3,0.7
56,3,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Toronto, Red, Rome, Eagle, Berlin, Canada, Brazil, Blue",8,,0,0.11
56,4,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Rome, Berlin, Toronto, Blue, Black, Sparrow, Penguin, Eagle",8,"Germany, White, Canada",3,0.11
56,5,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Blue, Rome, Canada, Sparrow, Red, Black, Penguin, Brazil, Toronto, Eagle, Berlin",11,,0,0.95
56,6,"Italy, Canada, Brazil, Black, Red, Blue, Penguin, Sparrow, Eagle, Rome, Toronto, Berlin","Blue, Black, Penguin, Sparrow, Berlin, Canada, Brazil, Rome, Red, Toronto, Eagle",11,"India, Parrot, France",3,0.81
57,1,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","Dubai, Penguin, Germany, Pink, Blue, Japan, France, Eagle, London, Tokyo, Owl",11,Spain,1,0.38
57,2,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","Pink, Blue, Dubai, France, Eagle, Japan, Tokyo, Orange, Germany, Owl, Penguin",11,,0,0.21
57,3,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","Penguin, Owl, Blue, Germany, London, Dubai, Tokyo",7,Canada,1,0.79
57,4,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","London, Germany, Penguin, France, Eagle, Dubai, Japan",7,,0,0.18
57,5,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","Blue, London, Penguin, Germany, Japan, Owl",6,"Pigeon, Mexico",2,0.57
57,6,"Japan, France, Germany, Blue, Pink, Orange, Penguin, Owl, Eagle, London, Dubai, Tokyo","Penguin, Eagle, Japan, Pink, France, London",6,"Green, Sparrow, Robin",3,0.07
58,1,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","Eagle, Purple, Germany, Red, Berlin, France, Robin, Sydney",8,"New York, Tokyo",2,0.03
58,2,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","Robin, Eagle, London, Berlin, Germany, Black",6,Parrot,1,0.44
58,3,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","Peacock, Germany, Black, Sydney, Red, London, Eagle, Purple, Robin, France, Italy, Berlin",12,"Penguin, Cairo",2,0.55
58,4,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","Sydney, France, Peacock, Germany, Purple, London",6,"Pigeon, Brazil, Pink",3,0.26
58,5,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","Italy, Peacock, Germany, Eagle, Berlin, Purple, Robin, Sydney, Red, France, London, Black",12,,0,0.73
58,6,"France, Germany, Italy, Purple, Black, Red, Peacock, Robin, Eagle, London, Sydney, Berlin","France, Black, Germany, Red, Berlin, Sydney",6,"Mexico, Germany",2,0.01
59,1,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","Brazil, Pink, Pigeon, Peacock, China, Cairo, Orange, Mexico",8,China,1,0.7
59,2,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","China, Red, Mexico, Pigeon, Cairo, Paris, Pink, Sparrow, Brazil, Orange, Sydney",11,"Purple, Black, Spain",3,0.05
59,3,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","Pink, China, Paris, Red, Mexico, Cairo, Orange, Sydney, Pigeon, Peacock, Brazil, Sparrow",12,"Germany, Rome, Paris",3,0.67
59,4,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","Paris, Pigeon, Sparrow, Pink, Cairo, Peacock, Red, Sydney, Orange, Brazil, Mexico, China",12,London,1,0.04
59,5,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","Pigeon, Sydney, Brazil, Peacock, Pink, Sparrow, Orange, Paris",8,"Rome, India",2,0.42
59,6,"China, Mexico, Brazil, Red, Pink, Orange, Sparrow, Pigeon, Peacock, Sydney, Paris, Cairo","Peacock, Pigeon, Red, Pink, Mexico, China",6,,0,0.32
60,1,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","Toronto, Pink, Green, Canada, Pigeon, Berlin, New York, Brazil",8,"Penguin, Japan",2,0.97
60,2,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","New York, Pink, Toronto, Berlin, Penguin, France, Purple, Pigeon, Falcon, Canada, Green, Brazil",12,,0,0.35
60,3,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","Penguin, Canada, Berlin, France, Pink, Pigeon, Toronto, Brazil",8,"Mexico, India, Green",3,0.48
60,4,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","Berlin, France, Falcon, Brazil, Green, New York, Purple, Penguin, Pink, Toronto, Pigeon",11,,0,0.47
60,5,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","Falcon, Penguin, Green, France, Berlin, Pigeon, Purple, Pink, New York, Canada, Brazil",11,"Purple, Mexico, Yellow",3,0.11
60,6,"France, Brazil, Canada, Green, Purple, Pink, Penguin, Pigeon, Falcon, New York, Berlin, Toronto","Penguin, New York, Pigeon, Green, Pink, Toronto, Canada, Falcon, France, Berlin, Brazil",11,Red,1,0.28
61,1,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","Falcon, Rome, Eagle, White, Parrot, Mexico",6,,0,0.81
61,2,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","Tokyo, Eagle, China, Rome, Toronto, Parrot, Falcon, Germany, Yellow, Green, Mexico",11,"Black, Parrot",2,0.59
61,3,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","White, Yellow, Falcon, Mexico, Tokyo, Eagle, Rome, Germany, Green",9,"Sparrow, Blue, Paris",3,0.15
61,4,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","Germany, White, Toronto, Falcon, Mexico, Yellow, Tokyo",7,"Falcon, Red, Parrot",3,0.43
61,5,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","Eagle, China, Mexico, Germany, Green, Tokyo, White",7,Dubai,1,0.03
61,6,"Germany, Mexico, China, White, Green, Yellow, Falcon, Parrot, Eagle, Rome, Toronto, Tokyo","White, Falcon, Parrot, Green, Germany, Yellow",6,"Paris, Blue, Tokyo",3,0.79
62,1,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","Blue, Sydney, Pigeon, Hawk, New York, Eagle, Purple, Mexico",8,"Mexico, Cairo",2,0.36
62,2,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","New York, Yellow, Hawk, India, Eagle, Blue, Tokyo, Sydney",8,"Cairo, Rome",2,0.6
62,3,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","Blue, Hawk, Eagle, Mexico, Tokyo, Yellow",6,,0,0.2
62,4,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","Eagle, Mexico, Yellow, New York, Sydney, Pigeon, Tokyo, Hawk",8,"Brazil, France",2,0.07
62,5,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","Tokyo, Blue, New York, Mexico, Pigeon, Sydney, Purple, Germany, Hawk",9,"New York, Berlin",2,0.51
62,6,"Germany, Mexico, India, Blue, Yellow, Purple, Pigeon, Eagle, Hawk, Tokyo, Sydney, New York","Eagle, New York, Germany, Sydney, Mexico, Purple, Pigeon, Yellow, Hawk",9,"Purple, Dubai, Hawk",3,0.68
63,1,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","White, India, Cairo, Eagle, Hawk, Blue, New York, Peacock, China, Tokyo, Green",11,,0,0.73
63,2,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","New York, India, Eagle, Green, Tokyo, China, Peacock, Blue, Cairo",9,,0,0.42
63,3,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","New York, Green, Cairo, India, Blue, Tokyo, Peacock, White, Eagle, Hawk, Germany",11,Eagle,1,0.97
63,4,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","Peacock, White, Eagle, China, India, Green, Tokyo, New York, Cairo, Germany, Blue",11,,0,0.1
63,5,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","India, New York, Blue, Eagle, White, Tokyo, Germany, Green, Peacock, China, Hawk, Cairo",12,"Paris, Penguin, London",3,0.56
63,6,"India, Germany, China, White, Green, Blue, Hawk, Peacock, Eagle, Tokyo, Cairo, New York","Cairo, Green, China, Blue, Hawk, Germany, New York, Peacock, Eagle, White, Tokyo",11,Berlin,1,0.67
64,1,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","Blue, India, Brown, White, Japan, Robin",6,"Yellow, Hawk",2,0.43
64,2,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","Japan, Paris, Toronto, Blue, Sparrow, Mexico, Brown, Penguin, India, Sydney, White",11,"New York, Peacock, Dubai",3,0.67
64,3,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","Mexico, Brown, Blue, Toronto, Sydney, Robin, Penguin, Japan, Sparrow, White",10,"Germany, Berlin, Sparrow",3,0.55
64,4,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","White, Brown, India, Robin, Blue, Mexico, Toronto, Japan",8,"India, Canada",2,0.34
64,5,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","Robin, Blue, Penguin, Sparrow, Brown, Sydney",6,,0,0.8
64,6,"India, Mexico, Japan, White, Brown, Blue, Robin, Penguin, Sparrow, Paris, Sydney, Toronto","Toronto, Mexico, Brown, White, Japan, Sparrow, India, Robin, Paris",9,,0,0.69
65,1,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","Owl, Purple, Japan, Rome, Parrot, China, Blue, Green, London",9,"Peacock, Italy",2,0.82
65,2,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","Berlin, London, Rome, Peacock, Germany, Parrot, Blue, Japan, China, Green, Owl",11,Canada,1,0.81
65,3,"Germany, China, Japan, Purple, Blue, Green, Peacock, Owl, Parrot, Berlin, London, Rome","London, Germany, Parrot, Owl, China, Berlin, Japan, Peacock, Green, Blue",10,"Red, Falcon, Paris",3,0.49
